Selections giving rise to mutants of <i>E. coli</i> and <i>S. typhimurium</i>
Type;Selection purpose and technique;Mutant gene
Expansion of metabolic capacity
Glycerol 3-phosphorothioate resistance;<i>glpT</i>
Glycine tolerance;<i>qmeACDE</i>
Glycylglycyl-<i>N</i>-phosphonoacetylornithine resistance;<i>argR</i>
Glycylleucine resistance;<i>ilvA</i>
Glycylleucine resistance;<i>ilvB</i>
Glycylleucine resistance;<i>ilvH</i>
Glycylleucine resistance;<i>ilvI</i>
Glycylleucine resistance;<i>oppA</i>
Glycylleucine resistance in <i>ilv</i>;<i>gleR</i>
Glycylglycyl histidinol phosphate ester resistance;<i>oppA</i>
Glycylglycyl-<i>N</i>-phosphonoacetylornithine resistance;<i>oppA</i>
Glyphosate resistance;<i>aroA</i>
Hexuronate resistance in <i>eda</i>;<i>uxaBC</i>
Hexuronate resistance in <i>eda</i>;<i>uxuAB</i>
Homocysteic acid resistance;<i>gltS</i>
Hydrazino (α) imidazole propionic acid resistance;<i>argT</i>
Hydrazino (α) imidazole propionic acid resistance;<i>hisG</i>
Hydrazino (α) imidazole propionic acid resistance;<i>hisJ</i>
Hydrazino (α) imidazole propionic acid resistance;<i>hisQ</i>
Hydrazino (α) imidazole propionic acid resistance in <i>dhuA</i>;<i>hisP</i>
Hydroxy (β) norvaline resistance;<i>metL</i>
Hydroxyaspartate resistance;<i>pan</i>
Hydroxybutylphosphonate resistance in <i>uhp</i>(Con);<i>uhpT</i>
Hydroxyurea resistance;<i>nrdA</i>
Hydroxyurea resistance;<i>nrdB</i>
Indole acrylic acid resistance;<i>aroT</i>
Indolmycin resistance;<i>trpS</i>
Indospicine resistance;<i>argR</i>
Iodoacetylglucosamine resistance;<i>nagA</i>
Iodoacetylglucosamine resistance;<i>nagB</i>
Iodoacetylglucosamine resistance;<i>nagE</i>
Isoniazid resistance;<i>pdx</i>
Kanamycin resistance;<i>atpA–atpE</i>
Kanamycin resistance;<i>cpxA</i>
Kanamycin resistance;<i>ecfB</i>
Kanamycin resistance;<i>hemA</i>
Kanamycin resistance;<i>hemB</i>
Kanamycin resistance;<i>hemL</i>
Kanamycin resistance;<i>topA</i>
Kasugamycin resistance;<i>ksgA</i>
Kasugamycin resistance;<i>ksgB</i>
Kasugamycin resistance;<i>ksgC</i>
Kasugamycin resistance;<i>ksgD</i>
Kasugamycin resistance;<i>rplK</i>
Kasugamycin resistance;<i>rplB</i>
Kasugamycin resistance;<i>rpsN</i>
Kasugamycin resistance;<i>rpsM</i>
Kasugamycin resistance;<i>rpsR</i>
Kasugamycin resistance and dependence;<i>rpsI</i>
Keto(2)butyrate resistance;<i>ilvA</i>
Kirromycin resistance;<i>tufAB</i>
Lambda <i>c</i>II phage + rifampin coresistance;<i>rpoB</i>
Lambda phage + nalidixic acid resistance;<i>crp</i>
Lambda phage + nalidixic acid resistance;<i>cyaA</i>
Levallorphan resistance;<i>lev</i>
Lincomycin resistance;<i>linB</i>
Lincomycin resistance;<i>rplN</i>
Lincomycin resistance;<i>rplO</i>
Lincomycin resistance;<i>rpsG</i>
Lithium-resistant use of proline as C source;<i>putP</i>
Lysine hydroxamate resistance;<i>lysC</i>
Mecillinam resistance (see beta-lactam resistance);<i>alaS</i>
Mecillinam resistance;<i>argS</i>
Mecillinam resistance;<i>crp</i>
Mecillinam resistance;<i>cyaA</i>
Mecillinam resistance;<i>envB</i>
Mecillinam resistance;<i>mrdA</i>
Mecillinam resistance;<i>mrdB</i>
Mecillinam resistance;<i>mreB</i>
Mecillinam resistance;<i>mreC</i>
Mecillinam resistance;<i>mreD</i>
Menadionine resistance;<i>marA</i>
Mercaptopurine resistance in <i>gpt</i>;<i>hpt</i>
Methionine sulfoximine + methyl(α)methionine resistance;<i>metJ</i>
Methionine sulfoximine resistance;<i>asm</i>
Methionine sulfoximine resistance;<i>glnP</i>
Methionine sulfoximine resistance;<i>metP</i>
Methionine sulfoximine resistance in <i>glnG</i>;<i>glnA</i>
Methylammonium resistance;<i>glnA</i>
Methyl(3)anthranilate resistance;<i>trpE</i>
Methyl(3)anthranilate resistance;<i>aroG</i>
Methyl(α)glutamate resistance in <i>gltS</i> (increased);<i>gltS</i>
Methylglucoside(α)-resistant utilization of lactose;<i>lacIO</i>
Methylglucoside(α)-resistant utilization of maltose;<i>malE</i>
Methylglucoside(α)-resistant utilization of maltose;<i>malF</i>
Methylglucoside(α)-resistant utilization of maltose;<i>malG</i>
Methylglucoside(α)-resistant utilization of maltose;<i>malK</i>
Methylglucoside(α)-resistant utilization of mannitol + lactose;<i>ptsG</i>
Methylglucoside(α) resistance;<i>ptsG</i>
Methylglucoside(α)-resistant utilization of glycerol in ∆<i>ptsHI</i>;<i>crr</i>
Methylglucoside(α)-resistant utilization of lactose in <i>ptsH</i>;<i>lacI,</i> operator
Methylglucoside(α)-resistant utilization of melibiose;<i>mel</i>
Methylglyoxal resistance;<i>gsh</i>
Methyl(2)histidine resistance + aminotriazole resistance;<i>hisR</i>
Methyl methanesulfonate resistance in <i>lon</i>;<i>sulA</i>
Methyl methanesulfonate resistance in <i>lon</i>;<i>ftsZ</i>
Methyl(α)methionine resistance;<i>metA</i>
Methyl(α)methionine resistance;<i>metD</i> (<i>metP</i>)
Methyl(α)methionine resistance;<i>metK</i>
Methyl(6)purine resistance;<i>apt</i>
Methyl(6)purine + hypoxanthine resistance;<i>purA</i>
Methyl(<i>o</i>)threonine resistance;<i>brnQ</i>
Methyl(4)tryptophan resistance in <i>aroP</i>;<i>aroT</i>
Methyl(5)tryptophan resistance;<i>mtr</i>
Methyl(5)tryptophan resistance;<i>aroP</i>
Methyl(5)tryptophan resistance;<i>trp</i> (generic)
Methyl(5)tryptophan resistance;<i>trpE</i>
Methyl(5)tryptophan resistance;<i>trpR</i>
Methyl(5)tryptophan + thienylalanine resistance;<i>aroP</i>
Methyl viologen resistance;<i>mvrA</i>
Methyl viologen resistance (multicopy);<i>mvrC</i>
Methyl viologen resistance;<i>gor</i>
Metronidazole resistance;<i>nar</i> (general)
Microcin B17 resistance;<i>sbmA</i>
Microcin E492 resistance;<i>semA</i>
Mitomycin C resistance of <i>lexA</i>(Con);<i>lexA</i>
Mocimycin resistance;<i>tufA,B</i>
Nalidixic acid resistance;<i>hisU</i>
Nalidixic acid resistance;<i>icdE</i>
Nalidixic acid tolerance;<i>sloB</i>
Nalidixic acid resistance;<i>gyrA</i>
Nalidixic acid resistance;<i>gyrB</i>
Nalidixic acid resistance;<i>nalB</i>
Nalidixic acid resistance;<i>nalD</i>
Nalidixic acid resistance;<i>purB</i>
Nalidixic acid resistance due to gene dosage;<i>emrB</i>
Neamine resistance;<i>rpsL</i>
Neamine resistance;<i>rpsQ</i>
Neamine resistance;<i>neaB</i>
Negamycin resistance;<i>prfB</i>
Neomycin resistance;<i>atpA–atpE</i>
Neomycin resistance;<i>ecfB</i>
Neomycin resistance;<i>hemA</i>
Neomycin resistance;<i>hemC</i>
Neomycin resistance;<i>hemD</i>
Neomycin resistance;<i>hemE</i>
Neomycin resistance;<i>hemG</i>
Neomycin resistance;<i>metC</i> (<i>ecfA</i>)
Neomycin resistance;<i>topA</i>
Neomycin resistance;<i>ubi</i> (generic)
Neutrophil granule protein resistance;<i>pmrA</i>
Nitro(4)pyridine <i>N</i>-oxide resistance;<i>proA</i>
Nitro(4)pyridine <i>N</i>-oxide resistance;<i>proB</i>
Nitro(<i>o</i>)-phenyl galactoside resistance;<i>lacZ</i>
Nitro(<i>o</i>)-phenylthiogalactoside resistance;<i>lacY</i>
Nitro(<i>o</i>)-phenylthiogalactoside resistance in <i>lacI</i>(Con) or <i>lacO</i>(Con) ;<i>lacI,</i> operator
Nitrofurantoin resistance;<i>nfnA</i>
Nitrofurantoin resistance;<i>nfnB</i>
Nitrofurantoin resistance in <i>lon</i>;<i>sulA</i>
Nitrofurantoin resistance in <i>lon</i>;<i>ftsZ</i>
Nitrofuranzone resistance;<i>nfsA</i>
Nitrofuranzone resistance;<i>nfsB</i>
Nitrosoguanidine resistance;<i>ada</i>
Nitrosoguanidine resistance;<i>gsh</i> (generic)
Norfloxacin resistance;<i>hipQ</i>
Norleucine resistance;<i>metJ</i>
Norleucine resistance;<i>metK</i>
Norleucine resistance;<i>nol</i>
Norleucylglycyl glycine resistance;<i>oppA</i>
Novobiocin resistance;<i>cysB</i>
Novobiocin resistance;<i>cysE</i>
Novobiocin resistance;<i>gyrB</i>
Novobiocin resistance;<i>nov</i>
Novobiocin resistance;<i>ompA</i>
Oxolinic acid resistance;<i>gyrA</i>
Paromycin resistance or dependence;<i>rpsL</i>
Pentachlorophenol resistance;<i>atpA–atpE</i>
Penten(4)oate resistance in <i>atoC</i>(Con);<i>atoC</i>
Pentylpantothenamide resistance;<i>pan</i>
Peptide (toxic, valine containing) resistance;<i>pepA</i>
Peptide (toxic, valine containing) resistance;<i>pepD</i>
Peptide (toxic, valine containing) resistance;<i>pepN</i>
Peptide (toxic, valine containing) resistance;<i>pepQ</i>
Peroxide (organic) resistance;<i>oxyR</i>
Phaseolotoxin resistance;<i>oppA</i>
Phenethyl alcohol resistance;<i>dnaB</i>
Phenethyl alcohol resistance;<i>dnaP</i>
Phenethyl alcohol resistance;<i>secA</i>
Phenethylyl galactoside resistance;<i>lacY</i>
Phenethylyl galactoside resistance;<i>lacZ</i>
Phenyl galactoside resistance of <i>lacP lacI</i>(nonsense) <i>supE</i>;<i>hisT</i>
Phenyl galactoside resistance of <i>lacP lacI</i>(nonsense) <i>supE</i>;<i>prfA</i>
Phenyl galactoside resistance of <i>lacP lacI</i>(nonsense) <i>supE</i>;<i>rpsL</i>
Phenyl galactoside resistance of <i>lacI </i>q/<i>lacP lacI</i>(nonsense) <i>supL</i>;<i>lysS</i>
Phenyl galactoside resistance of <i>lacI </i>q/<i>lacP lacI</i>(nonsense) <i>supL</i>;<i>strM</i>
Phenyl galactoside resistance of <i>lacI </i>q/<i>lacP lacI</i>(nonsense) <i>supL</i>;<i>trmE</i>
Phenyl galactoside resistance;<i>lacY</i>
Phenyl galactoside resistance;<i>lacZ</i>
Phenylalanylleucine resistance;<i>ilvB</i>
Phenylalanylleucine resistance;<i>ilvH</i>
Phenylalanylleucine resistance;<i>ilvI</i>
Plasmid maintenance;<i>polA</i>
Polymyxin resistance;<i>pmrA</i>
Promethazine resistance;<i>lon</i>
Pseudomonic acid resistance;<i>ileS</i>
Psicofuranine resistance;<i>guaAB</i>
Psoralen + UV irradiation resistance;<i>puvA</i>
Pyrithiamine resistance;<i>thi</i>
Quinaldic acid resistance of Tn<i>10</i> insertion mutants;<i>tet</i>
Quinolone resistance;<i>gyrA</i>
Ribitol resistance in <i>araC</i>(Con);<i>araB</i>
Ribitol resistance in <i>araC</i>(Con);<i>araC</i>
Rifampin + kasugamycin dependence;<i>ridA</i>
Rifampin dependence;<i>ridB</i>
Rifampin resistance;<i>crp</i>
Rifampin resistance;<i>cyaA</i>
Rifampin resistance;<i>rpoB</i>
Rifampin resistance in <i>rpoB</i>+/<i>rpoB</i> (<i>rif</i>) diploids;<i>rpoB</i>
Salicylate resistance;<i>pan</i>
Serine (D) resistance;<i>cycA</i>
Serine + methionine + glycine resistance in <i>relA</i>;<i>glyA</i>
Serine hydroxamate resistance;<i>serA</i>
Serine hydroxamate resistance;<i>serS</i>
Serine resistance;<i>sbaA</i>
Serine resistance;<i>thrA</i>
Serine resistance in <i>relA</i>;<i>crp</i>
Serine resistance in <i>relA</i>;<i>cyaA</i>
Serine resistance in <i>relA</i>;<i>relA</i>
Serine resistance in <i>relA</i>;<i>rpoB</i>
Serine resistance in <i>relA</i>;<i>rpoC</i>
Showdomycin resistance;<i>nupC</i>
Showdomycin resistance;<i>pnp</i>
Siderophore–beta-lactam conjugate resistance;<i>cirA</i>
Sorbitol + xylitol resistance;<i>srlA</i>
Sorbose (L) resistance;<i>fruA</i>
Sorbose resistance;<i>ptsG</i>
Spectinomycin resistance;<i>rpsE</i>
Spectinomycin resistance;<i>rrn</i>
Spectinomycin resistance;<i>spcB</i>
Spectinomycin resistance and sucrose dependence;<i>rpsC</i>
Spectinomycin resistance and sucrose dependence;<i>rpsD</i>
Spectinomycin resistance and sucrose dependence;<i>rpsE</i>
Streptolydigin resistance;<i>rpoB</i>
Streptomycin + cAMP resistance;<i>crp</i>
Streptomycin resistance;<i>hem</i> (generic)
Streptomycin resistance;<i>rpsL</i>
Streptomycin resistance;<i>strB</i>
Streptomycin resistance;<i>strC</i>
Streptomycin resistance;<i>strM</i>
Streptomycin resistance;<i>ubiF</i>
Streptomycin resistance;<i>mut</i> (generic)
Streptomycin resistance;<i>topA</i>
Streptovaricin resistance;<i>rpoB</i>
Streptozotocin resistance;<i>fba</i>
Streptozotocin resistance;<i>galT</i>
Streptozotocin resistance;<i>manA</i>
Streptozotocin resistance;<i>nagA</i>
Streptozotocin resistance;<i>nagE</i>
Streptozotocin resistance;<i>pfkA</i>
Streptozotocin resistance;<i>ptsI</i>
Streptozotocin resistance;<i>glpD</i>
Sulfanilamide + hypoxanthine resistance;<i>hpt</i>
Sulfanilamide + hypoxanthine resistance;<i>pspABCDE</i>
Sulfanilamide resistance;<i>folP</i>
Sulfanilamide resistance;<i>gpt</i>
Sulfometuron methyl + valine resistance;<i>ilv</i> structural genes
Sulfometuron methyl + valine resistance;<i>ilvG</i>
Sulfonamide resistance;<i>folA</i>
Sulfonamide resistance;<i>pab</i>
Tartrate resistance;<i>dct</i>
Tetracycline resistance;<i>cmlA</i>
Tetracycline resistance;<i>marA</i>
Tetracycline resistance;<i>ompF</i>
Thiaisoleucine resistance;<i>ileS</i>
Thiaisoleucine resistance;<i>ilvU</i>
Thialysine resistance;<i>thrA</i>
Thiazolealanine resistance;<i>hisG</i>
Thiazolealanine resistance;<i>hisR</i>
Thienylalanine resistance;<i>aroP</i>
Thienylalanine resistance;<i>aroG</i>
Thiodigalactoside resistance;<i>lacY</i>
Thio(5)glucose resistance;<i>crr</i>
Thiolactomycin resistance;<i>emrB</i>
Thiolactomycin resistance (due to gene dosage);<i>fadB</i>
Thiolactomycin resistance (due to gene dosage);<i>emrB</i>
Thiolutin resistance;<i>tlnA</i>
Thiomaltose resistance;<i>lamB</i>
Thiomaltose resistance;<i>malE</i>
Thiomaltose resistance;<i>malF</i>
Thiomaltose resistance;<i>malG</i>
Thiomaltose resistance;<i>malK</i>
Thiomaltose resistance;<i>malT</i>
Thiomethylgalactoside-independent utilization of galactose in <i>galR</i>(Con);<i>galR</i>
Thiopeptin resistance;<i>rplE</i>
Thiosine resistance;<i>argP</i>
Thymidine resistance in <i>deoC</i>;<i>deoA</i>
Thymidine resistance in <i>deoC</i>;<i>deoB</i>
Thymineless death prevention by low thymine levels in <i>thyA</i>;<i>deoB</i>
Thymineless death prevention by low thymine levels in <i>thyA</i>;<i>deoC</i>
Thymineless death resistance in <i>thyA</i>;<i>recF</i>
Thymineless death resistance in <i>thyA</i>;<i>recJ</i>
Thymineless death resistance in <i>thyA</i>;<i>recO</i>
Thymineless death resistance in <i>thyA</i>;<i>recQ</i>
Thymineless death resistance in <i>thyA</i>;<i>alaS</i>
Thymineless death resistance in <i>thyA</i>;<i>pheS</i>
Thymineless death resistance in <i>thyA</i>;<i>valS</i>
Tiamulin resistance;<i>rplC</i>
Tiamulin resistance;<i>rplD</i>
Triazole resistance;<i>cysB</i>
Triazole resistance;<i>cysE</i>
Triazole resistance;<i>cysG</i>
Triazole resistance;<i>trzA</i>
Triazole resistance in <i>cysM</i>;<i>cysB</i>
Triazole resistance in <i>cysM</i>;<i>cysE</i>
Triazolealanine + aminotriazole resistance;<i>gyrA</i>
Triazolealanine + aminotriazole resistance;<i>gyrB</i>
Triazolealanine + aminotriazole resistance;<i>his</i> structural genes
Triazolealanine + aminotriazole resistance;<i>hisR</i>
Triazolealanine + aminotriazole resistance;<i>hisS</i>
Triazolealanine + aminotriazole resistance;<i>hisT</i>
Triazolealanine + aminotriazole resistance;<i>hisU</i>
Triazolealanine + aminotriazole resistance;<i>hisW</i>
Trifluorocitrate resistance;<i>tct</i>
Trifluoroleucine resistance;<i>flrB</i>
Trifluoroleucine resistance;<i>ileR</i>
Trifluoroleucine resistance;<i>leuA</i>
Trifluoroleucine resistance;<i>leuJ</i>
Trifluoroleucine resistance;<i>leu</i> (generic)
Trifluoroleucine resistance;<i>leuS</i>
Trilysine resistance;<i>oppA</i>
Trimethoprim resistance;<i>folA</i>
Trimethoprim resistance;<i>thyA</i>
Triornithine resistance;<i>oppA</i>
Triornithine resistance in <i>opp</i>;<i>tpp</i>
Tripeptide (toxic amino acid containing) resistance;<i>oppAE</i>
Tripeptide (toxic amino acid containing) resistance;<i>tppA</i>
Tripeptide (toxic amino acid containing) resistance;<i>tppB</i>
Tryptophan analog resistance;<i>aroH</i>
Uncoupler resistances;<i>atpA–atpE</i>
Uridine resistance of <i>thyA deoB</i>;<i>deoR</i>
Valine resistance;<i>ilv</i> structural genes
Valine resistance;<i>ilvB</i>
Valine resistance;<i>ilvF</i>
Valine resistance;<i>ilvG</i>
Valine resistance;<i>ilvH</i>
Valine resistance;<i>ilvI</i>
Valine resistance;<i>ilvJ</i>
Valine resistance;<i>livG</i>
Valine resistance;<i>livH</i>
Valine resistance;<i>livJ</i>
Valine resistance;<i>livK</i>
Valine resistance;<i>brnQ</i>
Vinylglycolate resistance;<i>dld</i>
Vinylglycolate resistance;<i>lct</i>
Xylitol resistance;<i>fruA</i>
Xylose resistance in <i>fda</i>;<i>xylE</i>
Xylose (D) + cAMP resistance;<i>cxm</i>
Resistance to biological agents
9NA phage resistance;<i>pmi</i>
9NA phage resistance in <i>galE</i>;<i>kdsA</i>
Bf23 phage resistance;<i>btuB</i>
C21 phage resistance;<i>rfaD</i>
Chi phage resistance;<i>fliC (hag)</i>
Chi phage resistance;<i>motA</i>
Chi phage resistance;<i>motB</i>
ES18 phage resistance;<i>fhuA</i>
ES18 phage resistance;<i>prbA,B</i>
ES18 phage resistance;<i>sidK</i>
ES18 phage resistance;<i>tonB</i>
Felix O phage resistance;<i>galE</i>
Felix O phage resistance;<i>galU</i>
Felix O phage resistance;<i>rfaC,D,E,F,H</i>
Filamentous phage tolerance;<i>tolR</i>
Filamentous phage tolerance;<i>tolQ</i>
HK009 phage resistance;<i>prh</i>
HK068 phage resistance;<i>prk</i>
Host range phage (from <i>Serratia marcescens</i>) resistance;<i>ompC</i>
K10 phage resistance;<i>lamB</i>
K3 phage resistance;<i>ompA</i>
Lambda + 434 phage resistance;<i>mopA</i>
Lambda + 434 phage resistance;<i>mopB</i>
Lambda <i>c</i>II + rifampin coresistance;<i>rpoB</i>
Lambda mutant infection resistance;<i>gyrB</i> (<i>hisW</i>)
Lambda mutant phage infection, survival of;<i>himA</i>
Lambda mutant phage resistance;<i>hflC</i>
Lambda mutant phage resistance;<i>hflK</i>
Lambda mutant phage resistance;<i>hflX</i>
Lambda mutant prophage induction, survival of;<i>grpD</i>
Lambda mutant prophage induction, survival of;<i>grpE</i>
Lambda phage + nalidixic acid resistance;<i>crp</i>
Lambda phage + nalidixic acid resistance;<i>cyaA</i>
Lambda phage + 434 phage cross-resistance;<i>rpoB</i>
Lambda phage gamma mutant resistance;<i>polA</i>
Lambda phage induction, resistance to;<i>dnaJ</i>
Lambda phage induction, resistance to;<i>dnaK</i>
Lambda phage resistance;<i>envZ</i>
Lambda phage resistance;<i>gprAB</i>
Lambda phage resistance;<i>lamB</i>
Lambda phage resistance;<i>malK</i>
Lambda phage resistance;<i>malT</i>
Lambda phage resistance;<i>rap</i>
Lambda phage resistance with maltose and arabinose as C sources;<i>crp</i>
Lambda phage resistance with maltose and arabinose as C sources;<i>cyaA</i>
Lambda prophage induction deficiency during thymine deprivation;<i>recA</i>
Lambda prophage induction, resistance to;<i>rpsJ</i>
Lambda prophage induction, resistance to;<i>rpsM</i>
Lambda prophage induction, survival of;<i>nusA</i>
Lambda prophage induction, survival of;<i>nusB</i>
Lambda <i>sus N7 nin-5</i> resistance in P2 lysogen;<i>rho</i>
Lambda <i>vir</i> resistance after infection with heteromodified lambda <i>c</i>I857;<i>hsd</i>
Lambdoid phage resistance;<i>nusB</i>
Lambdoid phage mixture coinfection resistance;<i>dnaB</i>
Lambdoid phage mixture coinfection resistance;<i>dnaJ</i>
Lambdoid phage mixture coinfection resistance;<i>dnaK</i>
Lambda <i>c</i>I71 resistance;<i>rpoD</i>
Lambda <i>Nmar</i> mutant phage resistance;<i>rpoB</i>
Male-specific phage resistance;<i>arcA</i> (<i>fexA</i>)
Me1 phage resistance;<i>envZ</i>
Me1 phage resistance;<i>ompC</i>
Me1 phage resistance;<i>ompF</i>
Me1 phage resistance;<i>ompR</i>
Mu phage lytic growth resistance;<i>himA</i>
Mu phage lytic growth resistance;<i>himD</i>
Mu prophage induction, survival of;<i>himA</i>
Mu prophage induction, survival of;<i>himD</i>
N4 phage resistance;<i>manXYZ</i>
Ox2 phage resistance;<i>ompA</i>
P1 phage resistance;<i>galE</i>
P1 phage resistance;<i>galU</i>
P1 phage resistance;<i>lpcA</i>
P1 phage resistance;<i>rfaD</i>
P1 phage specialized transduction of drug resistance to <i>Salmonella</i> sp.;<i>sspA</i>
P2 <i>vir1</i> phage resistance;<i>rpoA</i>
P2 phage + lambda phage coinfection resistance;<i>dnaJ</i>
P2 phage + lambda phage coinfection resistance;<i>dnaK</i>
P2 phage resistance;<i>rep</i>
P22 phage resistance;<i>galE</i>
P22 phage resistance;<i>pmi</i>
P221 phage resistance;<i>praAB</i>
PH105 phage resistance;<i>ompB</i> (<i>ompR</i> of <i>E. coli</i>)
PH105 phage resistance;<i>ompC</i>
PH105 phage resistance;<i>ompF</i>
PH105 phage resistance;<i>praAB</i>
PH51 phage resistance;<i>ompB</i> (<i>ompR</i> of <i>E. coli</i>)
PH51 phage resistance;<i>ompC</i>
PH51 phage resistance;<i>ompF</i>
PH51 phage resistance;<i>praAB</i>
PH51 phage resistance;<i>prdB</i>
φX174 phage resistance;<i>phxB</i>
φ80 phage resistance;<i>fhuA</i>
φ80 phage resistance;<i>tonB</i>
Q phage resistance;<i>cpxA</i> (<i>ecfB, ssd, eup</i>)
T-even phage resistance;<i>ompA</i>
T1 phage (UV irradiated) resistance;<i>phr</i>
T1 phage resistance;<i>fhuA</i>
T1 phage resistance;<i>tonB</i>
T2 phage resistance in <i>ompF</i>+ or <i>ompF</i>;<i>fadL</i>
T3 phage resistance;<i>lpcA</i>
T4 mutant phage resistance;<i>lit</i>
T4 phage <i>lig</i> mutant nibbling of colonies yielding <i>lig</i>-overproducing strain;<i>lig</i>
T4 phage <i>lig</i> mutant resistance from <i>lig</i>-overproducing strain;<i>lig</i>
T4 phage resistance;<i>lpcA</i>
T4 phage resistance;<i>lpcB</i>
T4 phage resistance;<i>mopA</i>
T4 phage resistance;<i>mopB</i>
T4 phage resistance;<i>rho</i>
T4 phage resistance;<i>tabC</i>
T4 phage resistance;<i>lit</i>
T4 phage (uracil containing) resistance;<i>ung</i>
T5 phage resistance;<i>fhuA</i>
T6 phage resistance;<i>crp</i>
T6 phage resistance;<i>cyaA</i>
T6 phage resistance;<i>tsx</i>
T7 phage gene 1.2 mutant resistance;<i>optA</i>
T7 phage gene 2 resistance;<i>rpoC</i>
T7 phage resistance;<i>groM</i>
T7 phage resistance;<i>lpcA</i>
T7 phage resistance;<i>lpcB</i>
T7 phage resistance;<i>rpoB</i>
T7 phage resistance;<i>trxA</i>
TC45 phage resistance;<i>phoB</i>
TC45 phage resistance;<i>phoE</i>
TC45 phage resistance;<i>phoR</i>
TC45 phage resistance;<i>phoS</i>
TC45 phage resistance;<i>phoT</i>
TC45 phage resistance;<i>pstABCS</i>
TP1 phage resistance;<i>envZ</i>
TuIa phage resistance;<i>envZ</i>
TuIa phage resistance;<i>ompC</i>
TuIa phage resistance;<i>ompF</i>
TuIa phage resistance;<i>ompR</i>
TuIa phage resistance;<i>tolQAB</i>
TuIb phage resistance;<i>ompF</i>
TuII* phage resistance;<i>ompA</i>
U3 phage + K3 phage coresistance;<i>rfaP</i>
U3 phage resistance;<i>galE</i>
U3 phage resistance;<i>galU</i>
U3 phage resistance;<i>pgi</i>
U3 phage resistance;<i>pgm</i>
U3 phage resistance;<i>rfa</i> (general)
UV-irradiated lytic phage resistance;<i>uvrA</i>
UV-irradiated lytic phage resistance;<i>uvrB</i>
UV-irradiated lytic phage resistance;<i>uvrC</i>
UV-irradiated lytic phage resistance;<i>uvrD</i>
Resistance to physical extremes
Cold resistance in <i>rpsE</i> cold-sensitive mutants;<i>rpsB</i>
Cold-resistant growth;<i>crg</i>
Filter retention;<i>fts</i> (generic)
Freeze-thaw resistance;<i>envZ</i>
Gamma irradiation resistance;<i>garA</i>
Gamma irradiation resistance;<i>garB</i>
Growth at 42°C in <i>his</i>-overexpressing strain;<i>his</i> structural genes
Near-UV irradiation resistance;<i>nuvA</i>
Near-UV irradiation resistance;<i>nuvC</i>
Near-UV irradiation resistance;<i>relA</i>
Osmotolerance;<i>crp</i>
Osmotolerance;<i>cyaA</i>
Osmotolerance;<i>osmB</i>
Osmotolerance;<i>proA</i>
Osmotolerance;<i>proB</i>
Phage (UV-irradiated T1) resistance;<i>phr</i>
Psoralen + UV irradiation resistance;<i>puvA</i>
Temperature resistance in <i>rpoD</i> (Ts);<i>rpoH</i>
Thermotolerance;<i>gyrA</i>
UV light resistance;<i>crp</i>
UV light resistance;<i>cyaA</i>
UV light resistance;<i>envB</i>
UV light resistance ;<i>relA</i>
UV irradiation resistance in <i>lon</i>;<i>sulA</i>
UV irradiation resistance in <i>lon</i>;<i>ftsZ</i>
UV light + bromodeoxyuridine resistance;<i>tdk</i>
UV light + bromodeoxyuridine resistance;<i>ung</i>
UV light + psoralen resistance;<i>puvA</i>
UV-irradiated lytic phage resistance;<i>uvrA</i>
UV-irradiated lytic phage resistance;<i>uvrB</i>
UV-irradiated lytic phage resistance;<i>uvrC</i>
UV-irradiated lytic phage resistance;<i>uvrD</i>
Movement
Migration in a chemical gradient;<i>che</i>
Static cultivation (prolonged);<i>fliC</i>
