141;Coleman, W. G., and L. Leive;1979;. Two mutations which affect the barrier function of the <i>Escherichia coli</i> K-12 outer membrane. ;J. Bacteriol. 139:899–910.
142;Cookson, B. T., B. M. Olivera, and J. R. Roth;1987;. Genetic characterization and regulation of the <i>nadB</i> locus of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 169:4285–4293.
143;Cooley, W., K. Sirotkin, R. Green, and L. Snyder;1979;. A new gene of <i>Escherichia coli</i> K-12 whose product participates in T4 bacteriophage late gene expression: interaction of <i>lit</i> with the T4- induced polynucleotide 5′-kinase 3′-phosphatase. ;J. Bacteriol. 140:83–91.
144;Cooper, R. A;1978;. The utilization of D-galactonate and D-2-oxo-3-deoxygalactonate by <i>Escherichia coli</i> K-12. ;Arch. Microbiol. 118:199–206.
145;Corchuelo, M. C., A. Herzog, L. Desmarez, R. Lavalle, and A. Bollen;1981;. Resistance to the peptide-like antibiotic negamycin in <i>Escherichia coli.</i> ;Biochem. Biophys. Res. Commun. 100:1497– 1503.
146;Cordaro, J. C., T. Melton, J. P. Stratis, M. Atagun, C. Gladding, P. E. Hartman, and S. Roseman;1976;. Fosfomycin resistance: selection method for internal and extended deletions of the phosphoenolpyruvate:sugar phosphotransferase genes of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 128:785–793.
147;Cordaro, J. C., and S. Roseman;1972;. Deletion mapping of the genes coding for HPr and enzyme I of the phosphoenolpyruvate:sugar phosphotransferase system in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 112:17–29.
148;Cortese, R., R. Landsberg, R. A. VanderHaar, H. E. Umbarger, and B. N. Ames;1974;. Pleiotrophy of <i>hisT</i> mutants blocked in pseudouridine synthesis in tRNA: <i>leucine</i> and <i>isoleucine- valine</i> operons. ;Proc. Natl. Acad. Sci. USA 71:1857–1861.
149;Corwin, L. M., G. R. Fanning, F. Feldman, and P. Margolin;1966;. Mutation leading to increased sensitivity to chromium ion in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 91:1509–1515.
150;Cosloy, S. D;1973;. D-Serine transport system in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 114:679–684.
151;Coulton, J. W., P. Mason, D. R. Cameron, G. Carmel, R. Jean, and H. N. Rode;1986;. Protein fusions of β-galactosidase to the ferrichrome-iron receptor of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 165:181–192.
152;Cox, E. C., and T. C. Gibson;1974;. Selection for high mutation rates in chemostats. ;Genetics 77:169–184.
153;Crabeel, M., D. Charlier, R. Cunin, A. Bogen, N. Glansdorf, and A. Pierard;1975;. Accumulation of arginine precursors in <i>Escherichia</i> coli: effects on growth, enzyme repression, and application to the forward selection of arginine auxotrophs. ;J. Bacteriol. 123:898–904.
154;Creaghan, I. T., and J. R. Guest;1977;. Suppression of the succinate requirement of lipoamide dehydrogenase mutants of <i>Escherichia coli</i> by mutations affecting succinate dehydrogenase activity. ;J. Gen. Microbiol. 102:183–194.
155;Csonka, L. N;1981;. Proline over-production results in enhanced osmotolerance in <i>Salmonella</i> <i>typhimurium.</i> ;Mol. Gen. Genet. 182:82–86.
156;Csonka, L. N;1982;. A third L-proline permease in <i>Salmonella typhimurium</i> which functions in media of elevated osmotic strength. ;J. Bacteriol. 151:1433–1443.
157;Cunningham, P. R., and D. P. Clark;1986;. The use of suicide substrates to select mutants of <i>Escherichia coli</i> lacking enzymes of alcohol fermentation. ;Mol. Gen. Genet. 205:487–493.
158;Curtis, S. J., and W. Epstein;1975;. Phosphorylation of D-glucose in <i>Escherichia coli</i> mutants defective in glucosephosphotransferase, mannosephosphotransferase, and glucokinase. ;J. Bacteriol. 122:1189–1199.
159;Dabbs, E. R;1978;. Kasugamycin-dependent mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 136:994– 1001.
160;Dabbs, E. R;1982;. Three additional loci of rifampicin dependence in <i>Escherichia</i> <i>coli.</i> <i>Mol. Gen.</i> ;Genet. 187:519–522.
161;Dabbs, E. R;1983;. <i>Escherichia coli</i> kasugamycin dependence arising from mutation at the <i>rpsI</i> locus. ;J. Bacteriol. 153:709–715.
162;Dabbs, E. R., and K. Looman;1981;. An antibiotic dependent conditional lethal mutant with a lesion affecting transcription and translation. ;Mol. Gen. Genet. 184:224–229.
163;Dabbs, E. R., B. Poldermans, H. Bakker, and P. H. Van Knippenberg;1980;. Biochemical characterization of ribosomes of kasugamycin-dependent mutants of <i>Escherichia coli.</i> ;FEBS Lett. 117:164–166.
164;Dame, J. B., and B. M. Shapiro;1976;. Use of polymyxin B, levallorphan, and tetracaine to isolate novel mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 127:961–972.
165;Danchin, A;1977;. A new technique for selection of sensitive and auxotrophic mutants of <i>E. coli:</i> isolation of a strain sensitive to an excess of one-carbon metabolites. ;Mol. Gen. Genet. 150:293–299.
166;Danchin, A., and L. Dondon;1980;. Serine sensitivity of <i>Escherichia coli</i> K-12: partial characterization of a serine resistant mutant that is extremely sensitive to 2-ketobutyrate. ;Mol. Gen. Genet. 178:155–164.
167;Daniel, J., and A. Danchin;1979;. Involvement of cyclic AMP and its receptor protein in the sensitivity of <i>Escherichia coli</i> K12 toward serine. ;Mol. Gen. Genet. 176:343–350.
168;D’Ari, R., A. Jaffé, P. Bouloc, and A. Robin;1988;. Cyclic AMP and cell division in <i>Escherichia</i> <i>coli.</i> ;J. Bacteriol. 170:65–70.
169;Das, A., D. Court, and S. Adhya;1976;. Isolation and characteristics of conditional-lethal mutants of <i>Escherichia coli</i> defective in transcription termination factor rho. ;Proc. Natl. Acad. Sci. USA 73:1959–1963.
170;Das, A., B. Ghosh, S. Barik, and K. Wolska;1985;. Evidence that ribosomal protein S-10 itself is a cellular component necessary for transcription antitermination by phage lambda N protein. ;Proc. Natl. Acad. Sci. USA 82:4070–4074.
171;Datta, D. B., B. Arden, and U. Henning;1977;. Major proteins of the <i>Escherichia coli</i> outer cell envelope membrane as bacteriophage receptors. ;J. Bacteriol. 131:821–829.
172;Davies, J., P. Anderson, and B. D. Davis;1965;. Inhibition of protein synthesis by spectinomycin. ;Science 149:1096–1098.
173;Davies, J. K., and P. Reeves;1975;. Genetics of resistance to colicins in <i>Escherichia coli</i> K-12: cross-resistance among colicins of group A. ;J. Bacteriol. 123:102–117.
174;Davis, E. J., J. M. Blatt, E. K. Henderson, J. J. Whittaker, and J. H. Jackson;1977;. Valine- sensitive acetohydroxy acid synthetases in <i>Escherichia coli</i> K-12: unique regulation modulated by multiple genetic sites. ;Mol. Gen. Genet. 156:239–249.
175;Davis, E. O., M. J. Jones-Mortimer, and P. J. F. Henderson;1984;. Location of a structural gene for xylose proton symport at 91 minutes on the linkage map of <i>Escherichia coli</i> K12. ;J. Biol. Chem. 259:1520–1525.
176;Daws, T. D., and J. A. Fuchs;1984;. Isolation and characterization of an <i>Escherichia</i> <i>coli</i> mutant deficient in dTMP kinase activity. ;J. Bacteriol. 157:440–444.
177;Dean, D. A., J. Reizer, H. Nikaido, and M. H. Saier, Jr;1990;. Regulation of the maltose transport system of <i>Escherichia</i> <i>coli</i> by the glucose-specific enzyme III of the phosphoenolpyruvate- sugar phosphotransferase system. Characterization of inducer exclusion resistant mutants and reconstitution of inducer exlusion in proteoliposomes. ;J. Biol. Chem. 265:21005–21010.
178;DeFelice, M., J. Guardiola, A. Lamberti, and M. Iaccarino;1973;. <i>Escherichia coli</i> K-12 mutants altered in the transport systems for oligo- and dipeptides. ;J. Bacteriol. 116:751–756.
179;Defez, R., and M. DeFelice;1981;. Cryptic operon for β-glucoside metabolism in <i>Escherichia coli</i> K12: genetic evidence for a regulatory protein. ;Genetics 97:11–25.
180;Del Campillo-Campbell, A., and A. Campbell;1982;. Molybdenum cofactor requirement for biotin sulfoxide reduction in <i>Escherichia coli</i>. ;J. Bacteriol. 149:469–478.
181;Del Castillo, I., J. L. Vizan, M. Del Carmen Rodriguez-Sainz, and F. Moreno;1991;. An unusual mechanism for resistance to the antibiotic coumermycin A-1. ;Proc. Natl. Acad. Sci. USA 88:8860–8864.
182;Delcuve, G., T. Cabezon, A. Herzog, M. Cannon, and A. Bollen;1978;. Resistance to the aminoglycoside antibiotic neamine in <i>Escherichia</i> <i>coli.</i> A new mutant whose NeaR phenotype results from the cumulative effects of two distinct mutations. ;Biochem. J. 174:1–7.
183;DelGiudice, L;1979;. Method for isolating restriction- and modification-less mutants of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 137:673–676.
184;Delidakis, C. E., M. C. Jones-Mortimer, and H. L. Kornberg;1982;. A mutant inducible for galactitol utilization in <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 128:601–604.
185;Delvaux, A. M., and R. Devoret;1969;. Occurrence of suppressors in caffeine-resistant mutants from <i>Escherichia coli</i> K12. ;Mutat. Res. 7:273–285.
186;Dempsey, W. B., and L. J. Arcement;1971;. Identification of the forms of vitamin B6 present in the culture media of “vitamin B6 control” mutants. ;J. Bacteriol. 107:580-582.
187;Dendinger, S., and W. J. Brill;1972;. Effect of the proline analogue baikiain on proline metabolism in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 112:1134–1141.
188;Dendinger, S. M., L. G. Patil, and J. E. Brenchley;1980;. <i>Salmonella typhimurium</i> mutants with altered glutamate dehydrogenase and glutamate synthase activities. ;J. Bacteriol. 141:190–198.
189;Desrochers, M., L. Peloquin, and A. Sasarman;1978;. Mapping of the <i>hemE</i> locus in <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 135:1151–1153.
190;Devoret, R., and M. Blanco;1970;. Mutants of <i>Escherichia coli</i> K12 λ+ noninducible by thymine deprivation. I. Method of isolation and classes of mutants obtained. ;Mol. Gen. Genet. 107:272–280.
191;Dietz, G. W., Jr;1978;. Growth of <i>Escherichia coli</i> on glucosamine 6-phosphate selection of a constitutive hexose phosphate transport system mutant. ;Can. J. Microbiol. 24:203–208.
192;Dietz, G. W., and L. A. Heppel;1971;. Studies on the uptake of hexose phosphates. III. Mechanism of uptake of glucose 1-phosphate in ;Escherichia coli. J. Biol. Chem. 246:2891–2897.
193;Dila, D. K., and S. R. Maloy;1986;. Proline transport in <i>Salmonella typhimurium</i> <i>putP</i> permease mutants with altered substrate specificity. ;J. Bacteriol. 168:590–594.
194;DiNardo, S., K. A. Voelkel, R. Sternglanz, A. E. Reynolds, and A. Wright;1982;. <i>Escherichia</i> <i>coli</i> DNA topoisomerase I mutants have compensatory mutations in DNA gyrase genes. ;Cell 31:43– 51.
195;Dombou, M., T. Mizuno, and S. Mizushima;1977;. Interaction of the cytoplasmic membrane and ribosomes in <i>Escherichia coli</i> altered ribosomal proteins in sucrose-dependent spectinomycin- resistant mutants. ;Mol. Gen. Genet. 155:53–60.
196;Doskocil, J., and F. Sorm;1970;. The mode of action of 5-aza-2′-deoxycytidine in <i>Escherichia</i> <i>coli.</i> ;Eur. J. Biochem. 13:180–187.
197;Dover, S., and Y. S. Halpern;1974;. Genetic analysis of the γ-aminobutyrate utilization pathway in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 117:494–501.
198;Downs, D., L. Waxman, A. L. Goldberg, and J. Roth;1986;. Isolation and characterization of <i>lon</i> mutants in <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 165:193–197.
199;Drexler, K., I. Riede, D. Montag, M.-L. Eschbach, and U. Henning;1989;. Receptor specificity of the <i>Escherichia coli</i> T-even type phage Ox2: mutational alterations in host range mutants. ;J. Mol. Biol. 207:797–804.
200;Droffner, M. L., and N. Yamamoto;1992;. Role of nalidixic acid in isolation of <i>Salmonella</i> <i>typhimurium</i> strains capable of growth at 48°C. ;Curr. Microbiol. 25:257–260.
201;Drury, L. S., and R. S. Buxton;1988;. Identification and sequencing of the <i>Escherichia</i> <i>coli cet</i> gene which codes for an inner membrane protein, mutation of which causes tolerance to colicin E2. ;Mol. Microbiol. 2:109–119.
202;Dubnau, E., and P. Margolin;1972;. Suppression of promoter mutations by the pleiotrophic <i>supX</i> mutations. ;Mol. Gen. Genet. 117:91–112.
203;Duncan, B. K., P. A. Rockstroh, and H. R. Warner;1978;. <i>Escherichia coli</i> K-12 mutants deficient in uracil-DNA glycosylase. ;J. Bacteriol. 134:1039–1045.
204;Echols, H., A. Garen, S. Garen, and A. Torriani;1961;. Genetic control of repression of alkaline phosphatase in <i>E. coli.</i> ;J. Mol. Biol. 3:425–438.
205;Eick-Helmerich, K., and V. Braun;1989;. Import of biopolymers into <i>Escherichia coli</i> nucleotide sequences of the <i>exbB</i> and <i>exbD</i> genes are homologous to those of the <i>tolQ</i> and <i>tolR</i> genes, respectively. ;J. Bacteriol. 171:5117–5126.
206;Eisenberg, M. A., B. Mee, O. Prakash, and M. R. Eisenberg;1975;. Properties of α- dehydrobiotin-resistant mutant of <i>Escherichia</i> <i>coli</i> K-12. ;J. Bacteriol. 122:66–72.
207;Elwell, L. P., R. Ferone, G. A. Freeman, J. A. Fyfe, J. A. Hill, P. H. Ray, C. A. Richards, S. C. Singer, V. B. Knick, J. L. Rideout, and T. P. Zimmerman;1987;. Antibacterial activity and mechanism of action of 3′ azido-3′-deoxythymidine BWA-509U. ;Antimicrob. Agents Chemother. 31:274–280.
208;Ely, B., D. B. Fankhauser, and P. E. Hartman;1974;. A fine structure map of the <i>Salmonella</i> histidine operator-promoter. ;Genetics 78:607–631.
209;Englesberg, E., J. Irr, J. Power, and N. Lee;1965;. Positive control of enzyme synthesis by gene C in the L-arabinose system. ;J. Bacteriol. 90:946–957.
210;Eriksson-Grennberg, K. G., H. G. Boman, J. A. T. Jansson, and S. Thoren;1965;. Resistance of <i>Escherichia coli</i> to penicillins. I. Genetic study of some ampicillin-resistant mutants. ;J. Bacteriol. 90:54–62.
211;Eriksson-Grennberg, K. G., and K. Nordstrom;1973;. Genetics and physiology of a <i>tolE</i> mutant of <i>Escherichia coli</i> K-12 and phenotypic suppression of its phenotype by galactose. ;J. Bacteriol. 115:1219–1222.
212;Eriksson-Grennberg, K. G., K. Nordstrom, and P. Englund;1971;. Resistance of <i>Escherichia</i> <i>coli</i> to penicillins. IX. Genetics and physiology of class II ampicillin-resistant mutants that are galactose negative or sensitive to bacteriophage C21, or both. ;J. Bacteriol. 108:1210–1223.
213;Essenberg, R. C;1984;. Use of homocysteic acid for selecting mutants at the <i>gltS</i> locus of <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 130:1311–1314.
214;Essenberg, R. C., and H. L. Kornberg;1977;. Location of the gene for hexose phosphate transport <i>(uhp)</i> on the chromosome of <i>Escherichia coli.</i> ;J. Gen. Microbiol. 99:157–169.
215;Ezekiel, D. H;1965;. False feedback inhibition of aromatic amino acid biosynthesis by β-2-thienyl- alanine. ;Biochim. Biophys. Acta 95:54–62.
216;Ezekiel, D., and J. E. Hutchins;1968;. Mutations affecting RNA polymerase associated with rifampicin resistance in <i>Escherichia coli.</i> ;Nature  220:276–277.
217;Faik, P., and H. L. Kornberg;1973;. Isolation and properties of <i>E. coli</i> mutants affected in gluconate uptake. ;FEBS Lett. 32:260–263.
218;Fangman, W. L., and F. C. Neidhardt;1964;. Demonstration of an altered aminoacyl ribonucleic acid synthetase in a mutant of <i>Escherichia coli.</i> ;J. Biol. Chem. 239:1839–1843.
219;Farley, M. M., W. M. Shafer, and J. K. Spitznagel;1988;. Lipopolysaccharide structure determines ionic and hydrophobic binding of a cationic antimicrobial neutrophil granule protein. ;Infect. Immun. 56:1589–1592.
220;Fasano, O., and A. Parmeggiani;1981;. Altered regulation of the GTPase activity in a kirromycin resistant elongation factor Tu. ;Biochemistry 20:1361–1366.
221;Favre, R., A. Wiater, S. Puppo, and M. Iaccarino;1976;. Expression of a valine resistant acetolactate synthase activity mediated by the <i>ilvO</i> and <i>ilvG</i> genes of <i>Escherichia coli</i> K12. ;Mol. Gen. Genet. 143:243–252.
222;Fayerman, J. T., M. C. Vann, L S. Williams, and H. E. Umbarger;1979;. <i>ilvU,</i> a locus in <i>Escherichia coli</i> affecting the derepression of isoleucyl-tRNA synthetase and the RPC-5 chromatographic profiles of tRNAile and tRNAval. ;J. Biol. Chem. 254:9429–9440.
223;Ferenci, T;1980;. Methyl-α-maltoside and 5-thiomaltose: analogs transported by the <i>Escherichia</i> <i>coli</i> maltose transport system. ;J. Bacteriol. 144:7–11.
224;Ferenci, T., H. L. Kornberg, and J. Smith;1971;. Isolation and properties of a regulatory mutant in the hexose phosphate transport system of <i>Escherichia coli.</i> ;FEBS Lett. 13:133–136.
225;Fillingame, R. H;1975;. Identification of the dicyclohexylcarbodiimide-reactive protein component of the adenosine 5′-triphosphate transducing system of <i>Escherichia coli.</i> ;J. Bacteriol. 124:870–883.
226;Fillingame, R. H., M. Oldenburg, and D. Fraga;1991;. Mutation of alanine-24 to serine in subunit C of the <i>Escherichia coli</i> F-1 F-O ATP synthase reduces reactivity of aspartyl 61 with dicyclohexylcarbodiimide. ;J. Biol. Chem. 266:20934–20939.
227;Filutowicz, M., Z. Ciesla, and T. Klopotowski;1979;. Interference of azide with cysteine biosynthesis in <i>Salmonella typhimurium.</i> ;J. Gen. Microbiol. 113:45–55.
228;Fimmel, A., and B. Haddock;1979;. Use of <i>chlC-lac</i> fusions to determine regulation of gene <i>chlC</i> in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 138:726–730.
229;Fimmel, A. L., D. A. Jans, L. Hatch, L. B. James, F. Gibson, and G. B. Cox;1985;. The F-1 F-0 ATPase of <i>Escherichia coli</i> : the substitution of alanine by threonine at position 25 in the C-subunit affects function but not assembly. ;Biochim. Biophys. Acta 808:252–258.
230;Fimmel, A. L., and R. E. Loughlin;1977;. Isolation and characterization of <i>cysK</i> mutants of <i>Escherichia coli.</i> ;J. Gen. Microbiol. 103:37–43.
231;Fisher, K. E., and E. Eisenstein;1993;. An efficient approach to identify <i>ilvA</i> mutations reveals an amino-terminal catalytic domain in biosynthetic threonine deaminase from <i>Escherichia coli.</i> ;J. Bacteriol. 175:6605–6613.
232;Fortin, T., P. Phoenix, and G. R. Drapeau;1990;. Mutations conferring resistance to azide in <i>Escherichia coli</i> occur primarily in the <i>secA</i> gene. ;J. Bacteriol. 172:6607–6610.
233;Foster, J. W., and H. K. Hall;1990;. Adaptive acidification tolerance response of <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 172:771–778.
234;Foster, J. W., D. M. Kinney, and A. G. Moat;1979;. Pyridine nucleotide cycle of <i>Salmonella</i> <i>typhimurium:</i> isolation and characterization of <i>pncA, pncB,</i> and <i>pncC</i> mutants and utilization of exogenous nicotinamide adenine dinucleotide. ;J. Bacteriol. 137:1165–1175.
235;Foulds, J;1976;. <i>tolF</i> locus in <i>Escherichia coli:</i> chromosomal location and relationship to loci <i>cmlB</i> and <i>tolD.</i> ;J. Bacteriol. 128:604–608.
236;Foulds, J., and C. Barrett;1973;. Characterization of <i>Escherichia coli</i> mutants tolerant to bacteriocin JF246: two new classes of tolerant mutants. ;J. Bacteriol. 116:885–892.
237;Foulds, J., and T.-J. Chai;1978;. New major outer membrane protein found in an <i>Escherichia coli</i> <i>tolF</i> mutant resistant to bacteriophage TuIb. ;J. Bacteriol. 133:1478–1483.
238;Fouts, K. E., and S. D. Barbour;1981;. Transductional mapping of <i>ksgB</i> and a new Tn<i>5</i>-induced kasugamycin resistance gene, <i>ksgD,</i> in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 145:914–919.
239;Fradkin, J. E., and D. G. Fraenkel;1971;. 2-Keto-3-deoxygluconate 6-phosphate aldolase mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 108:1277–1283.
240;Fraenkel, D. G., and S. Banerjee;1972;. Deletion mapping of <i>zwf,</i> the gene for a constitutive enzyme, glucose 6-phosphate dehydrogenase in <i>Escherichia coli.</i> ;Genetics 71:481–489.
241;Franco, P. J., J. A. Eelkema, and R. J. Brooker;1989;. Isolation and characterization of thiodigalactoside resistant mutants of the lactose permease which possess an enhanced recognition for maltose. ;J. Biol. Chem. 264:15988–15992.
242;Franklin, N. C;1969;. Mutation in <i>galU</i> gene of <i>E. coli</i> blocks phage Pl infection. ;Virology 38:189–191.
243;Friedberg, I;1972;. Localization of phosphoglucose isomerase in <i>Escherichia coli</i> and its relation to the induction of the hexose phosphate transport system. ;J. Bacteriol. 112:1201–1205.
244;Friedman, D. I;1971;. A bacterial mutant affecting lambda development, p. 733–738. <i>In</i> A. D. Hershey (ed.), ;The Bacteriophage Lambda. Cold Spring Harbor Laboratory, Cold Spring Harbor, N.Y.
245;Friedman, D. I., and M. Baumann;1976;. Cooperative effects of bacterial mutations affecting λ N gene expression. 1. Isolation and characterization of a <i>nusB</i> mutant. ;Virology 73:119–127.
246;Friedman, D. I., and M. Gottesman;1983;. Lytic mode of λ development, p. 21–51. <i>In</i> R. W. Hendrix, J. W. Roberts, F. W. Stahl, and R. A. Weisberg (ed.), ;Lambda II. Cold Spring Harbor Laboratory, Cold Spring Harbor, N.Y.
247;Friedman, S;1982;. Bactericidal effect of 5-azacytidine on <i>Escherichia coli</i> carrying <i>Eco</i>RII restriction-modification enzymes. ;J. Bacteriol. 151:262–268.
248;Froehler, J., A. Rechenmacher, J. Thomale, G. Nass, and A. Boeck;1980;. Genetic analysis of mutations causing borrelidin resistance by overproduction of threonyl-transfer ribonucleic acid synthetase. ;J. Bacteriol. 143:1135–1141.
249;Fujita, H., S. Yamaguchi, T. Taira, and T. Iino;1981;. A simple method for the isolation of flagellar shape mutants in <i>Salmonella.</i> ;J. Gen. Microbiol. 125:213–216.
250;Furukawa, H., J.-T. Tsay, S. Jackowski, Y. Takamura, and C. O. Rock;1993;. Thiolactomycin resistance in <i>Escherichia coli</i> is associated with the multidrug resistance efflux pump encoded by <i>emrAB.</i> ;J. Bacteriol. 175:3723–3729.
251;Garber, B. B., and J. S. Gots;1980;. Utilization of 2,6-diaminopurine by <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 143:864–871.
252;Gayda, R. C., L. T. Yamamoto, and A. Markovitz;1976;. Second-site mutations in <i>capR(lon)</i> strains of <i>Escherichia coli</i> K-12 that prevent radiation sensitivity and allow bacteriophage lambda to lysogenize. ;J. Bacteriol. 127:1208–1216.
253;Gehring, K., A. Charbit, E. Brissaud, and M. Hofnung;1987;. Bacteriophage lambda receptor site on the <i>Escherichia coli</i> K-12 <i>lamB</i> protein. ;J. Bacteriol. 169:2103–2106.
254;Gellert, M., and M. L. Bullock;1970;. DNA ligase mutants of <i>Escherichia coli.</i> <i>Proc. Natl. Acad.</i> ;Sci. USA 67:1580–1587.
255;Gellert, M., M. H. O’Dea, T. Itoh, and J.-I. Tomizawa;1976;. Novobiocin and coumermycin inhibit DNA supercoiling catalyzed by DNA gyrase. ;Proc. Natl. Acad. Sci. USA 73:4474–4478.
256;Georgopoulos, C. P;1971;. Bacterial mutants in which the gene N function of bacteriophage lambda is blocked have an altered RNA polymerase. ;Proc. Natl. Acad. Sci. USA 68:2977–2981.
257;Georgopoulos, C. P;1977;. A new bacterial gene <i>groPC</i> which affects phage lambda DNA replication. ;Mol. Gen. Genet. 151:35–40.
258;Georgopoulos, C. P., R. W. Hendrix, and A. D. Kaiser;1972;. Role of the host cell in bacteriophage morphogenesis: effects of a bacterial mutation on T4 head assembly. ;Nature  New Biol. 239:38–41.
259;Georgopoulos, C. P., and I. Herskowitz;1971;. <i>Escherichia coli</i> mutants blocked in lambda DNA synthesis, p. 553–564. <i>In</i> A. D. Hershey (ed.), ;The Bacteriophage Lambda. Cold Spring Harbor Laboratory, Cold Spring Harbor, N.Y.
260;Georgopoulos, C. P., J. Swindle, F. Keppel, M. Ballivet, R. Bisig, and H. Eisen;1980;. Studies on the <i>E.</i> coli <i>groNB (nusB)</i> gene which affects bacteriophage λ N gene function. ;Mol. Gen. Genet. 179:55–61.
261;Ghysen, A., and M. Pirionio;1972;. Relationship between the <i>N</i> function of bacteriophage λ and host RNA polymerase. ;J. Mol. Biol. 65:259—272.
262;Gibson, M. M., D. A. Bagga, C. G. Miller, and M. E. Maguire;1991;. Magnesium transport in <i>Salmonella typhimurium:</i> the influence of new mutations conferring Co2+ resistance on the CorA Mg2+transport system. ;Mol. Microbiol. 5:2753–2762.
263;Gibson, M. M., M. Price, and C. F. Higgins;1984;. Genetic characterization and molecular cloning of the tripeptide permease (<i>tpp</i>) genes of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 160:122–130.
264;Ginther, C. L., and J. L. Ingraham;1974;. Cold-sensitive mutant of <i>Salmonella typhimurium</i> defective in nucleoside diphosphokinase. ;J. Bacteriol. 118:1020–1026.
265;Giordano, G., L. Grillet, R. Rosset, J. H. Dou, and E. Azoulay;1978;. Characterization of an <i>E.</i> <i>coli</i> mutant that is sensitive to chlorate when grown aerobically. ;Biochem. J. 176:553–561.
266;Glaser, J. H., and J. A. DeMoss;1972;. Comparison of nitrate reductase mutants of <i>Escherichia</i> <i>coli</i> selected by alternative procedures. ;Mol. Gen. Genet. 116:1–10.
267;Glickman, B. W., and M. Radman;1980;. <i>Escherichia coli</i> mutator mutants deficient in methylation instructed DNA mismatch correction. ;Proc. Natl. Acad. Sci. USA 77:1063–1067.
268;Glover, S. W;1962;. Valine-resistant mutants of <i>Escherichia coli</i> K-12. ;Genet. Res. 3:448–460.
269;Gollop, N., H. Tavori, and Z. Barak;1982;. Acetohydroxy acid synthase is a target for leucine- containing peptide toxicity in <i>Escherichia coli.</i> ;J. Bacteriol. 149:387–390.
270;Gollub, E., and D. B. Sprinson;1969;. A regulatory mutation in tyrosine biosynthesis. <i>Biochem.</i> ;Biophys. Res. Commun. 35:389–395.
271;Gollub, E. G., K. P. Liu, and D. B. Sprinson;1973;. A regulatory gene of phenylalanine biosynthesis <i>(pheR)</i> in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 115:121–128.
272;Gots, J. S., C. E. Benson, and S. R. Shumas;1972;. Genetic separation of hypoxanthine and guanine-xanthine phosphoribosyltransferase activities by deletion mutations in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 112:910–916.
273;Green, L., and C. G. Mlller;1980;. Genetic mapping of the <i>Salmonella typhimurium pepB</i> locus. ;J. Bacteriol. 143:1524–1526.
274;Greenberg, J. T., J. H. Chou, P. A. Monach, and B. Demple;1991;. Activation of oxidative stress genes by mutations at the <i>soxQ</i>/<i>cfxB</i>/<i>marA</i> locus of <i>Escherichia coli.</i> ;J. Bacteriol. 173:4433– 4439.
275;Greene, R. C., J. V. Hunter, and E. H. Coch;1973;. Properties of <i>metK</i> mutants of <i>Escherichia</i> <i>coli</i> K-12. ;J. Bacteriol. 115:57–67.
276;Gruell, J. M., H. Hennecke, J. Froehler, J. Thomale, G. Nass, and A. Böck;1979;. <i>Escherichia</i> <i>coli</i> mutants overproducing phenylalanyl transfer RNA synthetase and threonyl transfer RNA synthetase. ;J. Bacteriol. 137:480–489.
277;Guardiola, J., M. DeFelice, T. Klopotowski, and M. Iaccarino;1974;. Mutations affecting the different transport systems for isoleucine, leucine, and valine in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 117:393 405.
278;Guardiola, J., and M. Iaccarino;1971;. <i>Escherichia coli</i> K-12 mutants altered in the transport of branched-chain amino acids. ;J. Bacteriol. 108:1034–1044.
279;Guarneros, G., G. Machado, P. Guzman and E. Garay;1987;. Genetic and physical location of the <i>Escherichia coli</i> <i>rap</i> locus, which is essential for growth of bacteriophage lambda. ;J. Bacteriol. 169:5188–5192.
280;Guest, J. R;1969;. Biochemical and genetic studies with nitrate reductase C-gene mutants of <i>Escherichia coli.</i> ;Mol. Gen. Genet. 105:285–297.
281;Guest, J. R;1979;. Anaerobic growth of <i>Escherichia coli</i> K12 with fumarate as terminal electron acceptor. Genetic studies with menaquinone and fluoroacetate-resistant mutants. ;J. Gen. Microbiol. 115:259–271.
